iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprelig,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
95,2,1,4,2,4,18,6,12,7,82,0,-0.25,0,25,6,20,20,20,20,10,10,0,4,8,7,5,7,4,6,7,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,4,6,5,6,5,4,4,6,2
95,2,1,4,2,4,18,12,18,8,83,0,0.03,0,35,3,10,32,20,12,11,15,0,5,6,8,7,8,8,6,4,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,1,7,7,8,6,7,5,6,5,2
95,2,1,4,2,4,18,13,1,9,84,0,-0.03,0,32,3,30,30,30,5,0,5,0,5,8,7,5,5,4,6,6,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,5,7,6,6,6,4,5,4,2
95,2,1,4,2,4,18,2,8,10,85,0,-0.37,1,30,2,20,25,15,15,15,10,0,5,6,7,5,6,2,4,5,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,5,7,6,6,5,6,5,3,2
95,2,1,4,2,4,18,7,13,11,86,0,0.3,1,22,2,15,20,20,20,5,20,0,6,8,6,7,7,6,6,6,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,1,8,8,8,9,6,9,9,8,2
95,2,1,4,2,4,18,9,15,12,87,0,0.21,1,23,2,15,15,20,15,15,20,0,2,2,2,2,2,1,1,5,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,6,7,6,6,6,6,6,4,2
95,2,1,4,2,4,18,8,14,13,88,0,0.3,1,23,2,15,15,20,15,20,15,0,2,10,10,2,10,5,4,8,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,1,6,7,7,7,7,6,7,6,2
95,2,1,4,2,4,18,3,9,14,89,0,-0.31,1,27,2,25,15,20,20,20,0,0,6,9,8,7,7,6,6,5,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,3,5,6,4,6,3,2,1,2
95,2,1,4,2,4,18,4,10,15,90,0,0.32,0,23,4,15,21,18,18,10,18,1,8,8,7,8,6,4,8,3,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,0,3,8,5,4,5,4,3,2,2
95,2,1,4,2,4,18,17,5,17,92,0,-0.23,1,29,2,10,20,20,20,20,10,0,4,8,9,4,8,3,4,5,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,1,6,6,7,7,4,5,6,4,2
95,2,1,4,2,4,18,18,6,18,93,1,-0.57,1,29,2,14,20,18,24,18,6,1,7,8,7,7,7,7,8,6,2,26,8,5,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7,1,5,7,7,8,5,6,6,5,2
97,4,1,8,2,4,18,10,10,2,77,1,-0.05,1,22,2,15,20,20,20,15,10,1,6,5,6,7,6,7,6,4,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,6,9,9,9,6,6,6,4,2
97,4,1,8,2,4,18,15,15,4,79,0,-0.27,0,26,4,10,20,15,20,20,15,1,7,7,7,7,7,7,7,5,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,5,7,8,6,7,7,6,6,2
97,4,1,8,2,4,18,1,1,6,81,0,-0.04,1,28,2,10,10,20,20,20,20,0,8,8,9,8,7,6,6,5,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,7,7,8,7,8,7,6,7,2
97,4,1,8,2,4,18,6,6,7,82,0,0.1,0,25,6,20,20,20,20,10,10,0,8,9,10,7,8,8,7,7,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,5,6,6,5,6,7,5,6,2
97,4,1,8,2,4,18,13,13,9,84,0,0.14,0,32,3,30,30,30,5,0,5,0,4,6,7,4,7,3,4,3,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,7,7,7,7,6,6,7,5,2
97,4,1,8,2,4,18,2,2,10,85,0,0.01,1,30,2,20,25,15,15,15,10,1,7,8,7,7,5,4,7,7,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,6,6,6,5,7,4,5,7,2
97,4,1,8,2,4,18,7,7,11,86,1,-0.07,1,22,2,15,20,20,20,5,20,1,7,7,7,7,7,6,7,5,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,8,8,8,8,8,7,7,7,2
97,4,1,8,2,4,18,9,9,12,87,0,0.55,1,23,2,15,15,20,15,15,20,0,3,4,6,6,7,3,3,6,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,8,8,7,7,6,5,7,4,2
97,4,1,8,2,4,18,3,3,14,89,0,-0.29,1,27,2,25,15,20,20,20,0,0,7,9,9,8,9,5,2,5,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,8,8,7,7,7,5,7,5,2
97,4,1,8,2,4,18,4,4,15,90,0,0.38,0,23,4,15,21,18,18,10,18,1,7,6,8,7,7,5,7,3,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,3,7,8,4,9,5,4,5,2
97,4,1,8,2,4,18,17,17,17,92,1,0.17,1,29,2,10,20,20,20,20,10,1,10,10,10,8,9,10,9,8,2,29,10,1,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,8,7,8,6,8,9,6,5,2
99,6,1,12,2,4,18,10,7,2,77,1,0.55,1,22,2,15,20,20,20,15,10,1,10,7,8,7,9,9,10,5,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,8,8,9,8,8,9,8,9,2
99,6,1,12,2,4,18,15,12,4,79,0,0.9,0,26,4,10,20,15,20,20,15,0,7,7,7,7,7,7,7,5,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,8,8,9,8,9,2
99,6,1,12,2,4,18,14,11,5,80,0,0.14,0,27,4,10,20,20,10,20,20,1,8,8,8,8,7,7,7,2,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,4,6,7,5,5,6,6,2
99,6,1,12,2,4,18,1,16,6,81,1,0.61,1,28,2,10,10,20,20,20,20,1,8,8,8,7,9,8,9,7,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,8,7,7,5,5,8,9,9,2
99,6,1,12,2,4,18,6,3,7,82,1,0.66,0,25,6,20,20,20,20,10,10,1,8,8,10,10,10,10,9,8,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,4,8,7,4,3,2,8,8,2
99,6,1,12,2,4,18,12,9,8,83,1,0.79,0,35,3,10,32,20,12,11,15,1,8,7,8,8,8,7,7,4,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,8,9,9,9,9,2
99,6,1,12,2,4,18,13,10,9,84,0,0.67,0,32,3,30,30,30,5,0,5,1,7,5,6,7,5,7,7,5,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,4,6,7,7,7,7,7,7,2
99,6,1,12,2,4,18,2,17,10,85,0,0.5,1,30,2,20,25,15,15,15,10,1,8,7,7,6,6,5,7,6,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,7,9,5,4,9,6,6,2
99,6,1,12,2,4,18,7,4,11,86,0,0.8,1,22,2,15,20,20,20,5,20,1,7,6,6,5,5,5,6,5,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,8,7,4,8,5,6,8,2
99,6,1,12,2,4,18,9,6,12,87,1,0.24,1,23,2,15,15,20,15,15,20,1,8,8,7,7,8,7,6,8,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,8,8,8,8,7,4,8,9,2
99,6,1,12,2,4,18,8,5,13,88,0,0.08,1,23,2,15,15,20,15,20,15,1,8,10,10,8,10,8,10,8,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,6,7,5,4,5,8,6,9,2
99,6,1,12,2,4,18,3,18,14,89,1,0.64,1,27,2,25,15,20,20,20,0,1,9,9,9,9,9,9,9,10,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,9,8,8,7,7,6,9,9,1
99,6,1,12,2,4,18,17,14,17,92,1,0.59,1,29,2,10,20,20,20,20,10,1,10,10,9,10,9,9,9,9,2,28,1,1,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,5,7,7,8,9,2
103,10,1,20,2,4,18,10,6,2,77,0,0.15,1,22,2,15,20,20,20,15,10,1,9,7,7,10,8,7,8,5,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,7,7,5,6,4,2
103,10,1,20,2,4,18,15,11,4,79,0,-0.18,0,26,4,10,20,15,20,20,15,0,5,5,5,5,5,5,5,5,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,5,7,8,6,7,6,6,5,2
103,10,1,20,2,4,18,14,10,5,80,0,0.38,0,27,4,10,20,20,10,20,20,1,7,8,8,8,8,8,7,7,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,8,8,6,7,6,6,5,2
103,10,1,20,2,4,18,1,15,6,81,0,0.2,1,28,2,10,10,20,20,20,20,0,4,9,8,6,7,6,7,8,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,8,8,8,8,8,8,7,2
103,10,1,20,2,4,18,6,2,7,82,0,0.06,0,25,6,20,20,20,20,10,10,0,6,8,8,8,9,7,7,7,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,6,6,6,3,5,4,2
103,10,1,20,2,4,18,12,8,8,83,0,0,0,35,3,10,32,20,12,11,15,0,7,8,8,8,8,8,7,4,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,8,8,8,8,8,7,6,2
103,10,1,20,2,4,18,13,9,9,84,0,0.1,0,32,3,30,30,30,5,0,5,0,5,5,5,5,5,5,4,6,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,7,9,8,8,7,7,5,2
103,10,1,20,2,4,18,2,16,10,85,0,0.12,1,30,2,20,25,15,15,15,10,0,8,7,7,6,6,3,6,6,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,8,8,7,7,7,5,2
103,10,1,20,2,4,18,7,3,11,86,0,0.13,1,22,2,15,20,20,20,5,20,0,7,6,6,5,5,3,5,4,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,7,7,6,7,5,2
103,10,1,20,2,4,18,9,5,12,87,0,0.62,1,23,2,15,15,20,15,15,20,0,3,5,6,4,7,1,2,6,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,7,7,7,7,8,8,7,2
103,10,1,20,2,4,18,8,4,13,88,0,0.34,1,23,2,15,15,20,15,20,15,0,6,7,7,6,10,3,4,7,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,6,7,6,7,6,7,5,2
103,10,1,20,2,4,18,3,17,14,89,0,-0.19,1,27,2,25,15,20,20,20,0,0,8,9,8,7,8,5,8,5,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,7,8,7,8,5,7,6,2
103,10,1,20,2,4,18,4,18,15,90,0,-0.05,0,23,4,15,21,18,18,10,18,0,4,8,5,6,4,4,4,0,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,8,5,5,5,5,3,2
103,10,1,20,2,4,18,17,13,17,92,0,0.2,1,29,2,10,20,20,20,20,10,0,8,7,8,5,8,5,5,3,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,6,6,6,6,6,6,3,2
103,10,1,20,2,4,18,18,14,18,93,0,-0.06,1,29,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7,6,2,26,8,9,7,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,8,7,6,7,5,2
104,11,1,22,2,4,18,10,15,2,77,0,0.63,1,22,2,15,20,20,20,15,10,0,6,6,5,5,5,6,4,3,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,7,7,4,2
104,11,1,22,2,4,18,16,3,3,78,0,0.59,0,23,3,10,25,20,10,20,15,0,9,5,9,9,9,5,7,1,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,8,6,6,4,4,5,2,2
104,11,1,22,2,4,18,14,1,5,80,0,-0.12,0,27,4,10,20,20,10,20,20,1,8,8,8,6,8,7,7,7,1,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,9,8,6,7,4,8,5,1
104,11,1,22,2,4,18,1,6,6,81,1,0.53,1,28,2,10,10,20,20,20,20,1,6,8,8,8,4,7,8,8,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,8,6,7,7,7,6,8,4,2
104,11,1,22,2,4,18,6,11,7,82,0,0.52,0,25,6,20,20,20,20,10,10,0,8,9,9,7,8,7,8,7,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,8,7,8,6,5,7,7,2
104,11,1,22,2,4,18,12,17,8,83,0,0.51,0,35,3,10,32,20,12,11,15,0,7,8,8,6,6,6,3,3,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,6,6,7,7,5,7,5,2
104,11,1,22,2,4,18,13,18,9,84,0,0.68,0,32,3,30,30,30,5,0,5,0,6,2,5,5,5,2,4,0,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,5,6,4,2
104,11,1,22,2,4,18,2,7,10,85,0,0.56,1,30,2,20,25,15,15,15,10,1,7,7,8,7,9,5,7,5,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,8,6,6,5,5,6,2,2
104,11,1,22,2,4,18,7,12,11,86,1,0.14,1,22,2,15,20,20,20,5,20,1,9,8,7,8,5,7,8,5,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,7,7,8,7,6,7,7,2
104,11,1,22,2,4,18,9,14,12,87,0,0.59,1,23,2,15,15,20,15,15,20,0,2,3,4,5,5,2,2,5,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,7,6,6,6,6,5,6,4,2
104,11,1,22,2,4,18,8,13,13,88,0,0.08,1,23,2,15,15,20,15,20,15,0,6,9,10,5,8,3,6,7,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,5,6,3,2
104,11,1,22,2,4,18,3,8,14,89,1,0.56,1,27,2,25,15,20,20,20,0,1,9,9,9,8,8,7,9,5,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,7,7,6,7,6,7,7,2
104,11,1,22,2,4,18,4,9,15,90,0,0.05,0,23,4,15,21,18,18,10,18,1,10,10,10,10,10,7,8,0,1,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,10,10,10,10,10,10,10,1,1
104,11,1,22,2,4,18,17,4,17,92,0,0.8,1,29,2,10,20,20,20,20,10,0,8,8,8,7,8,7,6,5,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,9,8,6,6,6,6,7,5,2
104,11,1,22,2,4,18,18,5,18,93,1,0.45,1,29,2,14,20,18,24,18,6,1,8,8,7,8,8,8,8,6,2,27,10,8,2,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,8,6,8,6,6,7,5,2
105,12,1,24,2,4,18,10,18,2,77,1,-0.28,0,22,2,15,20,20,20,15,10,1,7,7,8,10,9,8,9,5,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,8,7,7,7,3,2
105,12,1,24,2,4,18,16,6,3,78,0,-0.2,0,23,3,10,25,20,10,20,15,1,7,9,9,7,9,7,7,1,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,5,8,8,6,4,6,5,2,2
105,12,1,24,2,4,18,15,5,4,79,0,0.03,0,26,4,10,20,15,20,20,15,1,6,6,6,6,6,6,6,5,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,5,9,8,9,5,6,5,2,2
105,12,1,24,2,4,18,14,4,5,80,1,0.31,0,27,4,10,20,20,10,20,20,1,8,8,9,9,8,8,9,8,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,6,9,9,6,5,7,5,1,2
105,12,1,24,2,4,18,1,9,6,81,0,-0.02,0,28,2,10,10,20,20,20,20,0,9,9,9,8,2,7,7,7,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,9,8,10,5,7,1,2
105,12,1,24,2,4,18,6,14,7,82,1,-0.08,0,25,6,20,20,20,20,10,10,1,7,9,9,10,9,8,9,8,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,7,6,7,6,7,4,2
105,12,1,24,2,4,18,12,2,8,83,0,0.09,0,35,3,10,32,20,12,11,15,0,5,10,8,8,8,8,4,3,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,9,8,7,5,8,6,3,2
105,12,1,24,2,4,18,13,3,9,84,1,0.17,0,32,3,30,30,30,5,0,5,1,5,5,7,8,7,5,7,5,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,9,9,8,7,9,6,4,2
105,12,1,24,2,4,18,2,10,10,85,0,-0.14,0,30,2,20,25,15,15,15,10,0,8,8,8,6,6,2,6,4,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,7,8,7,6,7,6,4,2
105,12,1,24,2,4,18,7,15,11,86,1,-0.06,0,22,2,15,20,20,20,5,20,1,7,8,8,8,8,6,7,6,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,8,8,8,7,6,7,5,2
105,12,1,24,2,4,18,9,17,12,87,0,0.27,0,23,2,15,15,20,15,15,20,0,1,6,7,7,9,4,2,5,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,7,6,7,5,7,1,2
105,12,1,24,2,4,18,8,16,13,88,0,0.15,0,23,2,15,15,20,15,20,15,0,6,9,10,10,10,8,8,6,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,8,8,8,7,7,7,5,2
105,12,1,24,2,4,18,3,11,14,89,0,-0.22,0,27,2,25,15,20,20,20,0,0,6,9,9,7,7,5,5,5,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,8,9,6,8,5,7,5,2
105,12,1,24,2,4,18,4,12,15,90,0,0.28,0,23,4,15,21,18,18,10,18,0,5,7,6,7,7,6,5,4,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,6,7,7,5,6,5,6,3,2
105,12,1,24,2,4,18,17,7,17,92,1,0.03,0,29,2,10,20,20,20,20,10,1,7,8,9,9,8,8,7,6,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,7,6,6,7,3,2
105,12,1,24,2,4,18,18,8,18,93,0,-0.36,0,29,2,14,20,18,24,18,6,0,7,7,7,7,7,6,7,6,2,25,1,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,5,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,7,6,5,7,4,2
106,13,1,26,2,4,18,15,13,4,79,0,0.24,0,26,4,10,20,15,20,20,15,0,5,5,5,5,5,5,5,5,2,22,1,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,8,10,10,6,9,8,9,2,2
106,13,1,26,2,4,18,1,17,6,81,0,0.09,0,28,2,10,10,20,20,20,20,0,4,9,8,9,8,3,7,2,2,22,1,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,9,5,6,3,10,9,3,7,2
